SECCION_CO,LOTES,PREDIOS,UCensales,RazonUnidx,DifUC_Pred
54660300305,27,27,29,1.1,2.0
54660300401,162,162,262,1.6,100.0
54660300402,248,274,235,0.9,-39.0
54660300403,89,88,144,1.6,56.0
54660300404,228,228,367,1.6,139.0
54660300501,194,213,302,1.4,89.0
54660300502,119,129,197,1.5,68.0
54660300503,111,112,138,1.2,26.0
54660300504,135,135,213,1.6,78.0
54670300101,194,193,270,1.4,77.0
54670300102,179,178,405,2.3,227.0
54670300103,74,74,179,2.4,105.0
54670300104,44,44,156,3.5,112.0
54670300201,67,67,111,1.7,44.0
54670300202,35,35,86,2.5,51.0
54670300203,363,410,473,1.2,63.0
54670300204,125,125,184,1.5,59.0
54670300205,276,273,516,1.9,243.0
54670300301,93,93,136,1.5,43.0
54670300302,90,90,160,1.8,70.0
54670300303,128,128,212,1.7,84.0
54670300304,57,56,106,1.9,50.0
54670300305,69,69,118,1.7,49.0
54670300401,51,50,76,1.5,26.0
54670300402,68,68,96,1.4,28.0
54670300403,45,45,111,2.5,66.0
54670300404,136,136,283,2.1,147.0
54670300405,14,14,20,1.4,6.0
54673300101,863,1126,1156,1.0,30.0
54673300102,46,82,77,0.9,-5.0
54673300103,185,263,249,0.9,-14.0
54673300104,223,648,531,0.8,-117.0
54673300105,21,25,37,1.5,12.0
54673300106,14,19,12,0.6,-7.0
54673300107,84,86,113,1.3,27.0
54680300101,112,112,149,1.3,37.0
54680300102,64,64,131,2.0,67.0
54680300103,146,147,174,1.2,27.0
54680300104,12,12,23,1.9,11.0
54680300201,31,31,45,1.5,14.0
54680300202,35,38,65,1.7,27.0
54680300203,59,59,157,2.7,98.0
54680300204,22,22,36,1.6,14.0
54720300101,63,66,72,1.1,6.0
54720300102,47,47,64,1.4,17.0
54720300103,69,81,102,1.3,21.0
54720300104,113,119,141,1.2,22.0
54720300105,83,84,134,1.6,50.0
54720300201,143,145,177,1.2,32.0
54720300202,36,36,42,1.2,6.0
54720300203,228,232,266,1.1,34.0
54720300204,279,389,57,0.1,-332.0
54720300205,91,94,132,1.4,38.0
54720300301,37,39,46,1.2,7.0
54720300302,65,65,92,1.4,27.0
54720300303,442,495,150,0.3,-345.0
54720300304,51,62,53,0.9,-9.0
54720300305,61,64,69,1.1,5.0
54720300401,43,45,70,1.6,25.0
54720300402,37,39,70,1.8,31.0
54720300403,31,31,46,1.5,15.0
54720300404,24,27,38,1.4,11.0
54720300405,16,19,29,1.5,10.0
54720300501,21,24,35,1.5,11.0
54720300502,26,27,28,1.0,1.0
54720300503,60,64,88,1.4,24.0
54720300504,56,61,76,1.2,15.0
54720300505,35,35,52,1.5,17.0
54720300601,43,45,61,1.4,16.0
54720300602,90,93,127,1.4,34.0
54720300603,52,55,83,1.5,28.0
54720300604,191,244,295,1.2,51.0
54720300605,80,80,119,1.5,39.0
54720300701,33,33,81,2.5,48.0
54720300702,40,43,60,1.4,17.0
54720300703,101,103,162,1.6,59.0
54720300704,73,77,103,1.3,26.0
54720300705,103,105,130,1.2,25.0
54720300801,17,17,21,1.2,4.0
54720300802,18,18,48,2.7,30.0
54720300803,25,26,49,1.9,23.0
54720300804,18,19,35,1.8,16.0
54720300805,16,16,29,1.8,13.0
54720300901,11,11,29,2.6,18.0
54720300902,16,16,24,1.5,8.0
54720300903,14,14,42,3.0,28.0
54720300904,351,566,722,1.3,156.0
54720301001,34,38,43,1.1,5.0
54720301002,77,108,53,0.5,-55.0
54720301003,25,25,42,1.7,17.0
54720301004,22,22,24,1.1,2.0
54720301005,28,31,41,1.3,10.0
54720301101,67,68,107,1.6,39.0
54720301102,184,272,201,0.7,-71.0
54720301103,182,210,275,1.3,65.0
54720301104,25,25,38,1.5,13.0
54720301105,24,27,34,1.3,7.0
54720301201,20,20,21,1.1,1.0
54720301202,31,38,30,0.8,-8.0
54720301203,21,25,40,1.6,15.0
54720301204,46,75,112,1.5,37.0
54720301205,16,29,21,0.7,-8.0
54720301301,22,22,45,2.0,23.0
54720301302,26,26,41,1.6,15.0
54720301303,6,7,7,1.0,0.0
54720301304,11,12,13,1.1,1.0
54720301305,6,6,22,3.7,16.0
54720301401,41,52,119,2.3,67.0
54720301402,13,14,49,3.5,35.0
54720301403,65,73,112,1.5,39.0
54720301404,147,243,235,1.0,-8.0
54720301405,30,31,106,3.4,75.0
54720301406,32,40,61,1.5,21.0
54743300101,11,11,15,1.4,4.0
54743300102,110,110,152,1.4,42.0
54743300103,41,40,62,1.6,22.0
54743300104,108,107,135,1.3,28.0
54743300105,275,272,354,1.3,82.0
54743300106,325,318,332,1.0,14.0
54743300201,189,188,181,1.0,-7.0
54743300202,549,518,864,1.7,346.0
54743300203,143,142,196,1.4,54.0
54743300204,53,53,83,1.6,30.0
54743300205,116,115,141,1.2,26.0
54743300206,80,80,118,1.5,38.0
54743300301,43,43,60,1.4,17.0
54743300302,15,15,14,0.9,-1.0
54743300303,13,13,31,2.4,18.0
54743300306,12,12,28,2.3,16.0
54743300307,4,4,5,1.3,1.0
54800300101,164,166,304,1.8,138.0
54800300102,141,143,240,1.7,97.0
54800300103,301,325,505,1.6,180.0
54800300104,262,274,510,1.9,236.0
54800300201,287,373,561,1.5,188.0
54800300202,140,176,272,1.5,96.0
54800300203,343,469,1103,2.4,634.0
54800300301,101,106,87,0.8,-19.0
54800300302,91,94,85,0.9,-9.0
54800300303,84,94,160,1.7,66.0
54800300304,94,100,122,1.2,22.0
54800300305,238,369,196,0.5,-173.0
54800300306,111,110,192,1.7,82.0
54800300401,67,70,61,0.9,-9.0
54800300402,25,27,36,1.3,9.0
54800300403,69,69,117,1.7,48.0
54800300404,53,55,133,2.4,78.0
54800300405,75,80,116,1.5,36.0
54800300501,9,9,21,2.3,12.0
54800300502,16,16,18,1.1,2.0
54800300503,25,25,35,1.4,10.0
54800300504,38,38,51,1.3,13.0
54800300602,17,17,41,2.4,24.0
54800300603,13,13,34,2.6,21.0
54800300604,37,37,38,1.0,1.0
54800300705,2,11,10,0.9,-1.0
54800301002,4,4,15,3.8,11.0
54810300101,118,160,195,1.2,35.0
54810300102,19,29,21,0.7,-8.0
54810300104,83,89,122,1.4,33.0
54810300105,28,31,53,1.7,22.0
54810300106,19,20,28,1.4,8.0
54810300201,45,48,56,1.2,8.0
54810300202,18,22,22,1.0,0.0
54810300203,21,22,33,1.5,11.0
54810300204,20,49,90,1.8,41.0
54810300205,67,101,131,1.3,30.0
54810300301,196,275,395,1.4,120.0
54810300302,670,1194,1399,1.2,205.0
54810300303,157,228,220,1.0,-8.0
54810300304,48,55,53,1.0,-2.0
54810300305,32,48,90,1.9,42.0
54810300401,118,163,163,1.0,0.0
54810300402,67,111,111,1.0,0.0
54810300403,30,36,93,2.6,57.0
54810300404,129,226,154,0.7,-72.0
54810300405,50,73,104,1.4,31.0
54810300501,51,59,67,1.1,8.0
54810300502,43,45,88,2.0,43.0
54810300503,122,170,162,1.0,-8.0
54810300504,83,84,109,1.3,25.0
54810300505,41,56,68,1.2,12.0
54810300601,27,27,37,1.4,10.0
54810300602,30,35,34,1.0,-1.0
54810300603,29,29,38,1.3,9.0
54810300604,20,20,19,1.0,-1.0
54810300605,33,39,37,0.9,-2.0
54810300702,9,9,11,1.2,2.0
54810300703,21,21,32,1.5,11.0
54810300704,7,7,10,1.4,3.0
54810300705,7,7,11,1.6,4.0
54810300706,22,23,25,1.1,2.0
54810300801,42,43,41,1.0,-2.0
54810300802,75,90,121,1.3,31.0
54810300803,338,535,482,0.9,-53.0
54810300804,27,35,54,1.5,19.0
54810300806,39,43,47,1.1,4.0
54810300901,32,39,61,1.6,22.0
54810300902,12,23,17,0.7,-6.0
54810300903,25,39,58,1.5,19.0
54810300904,75,87,171,2.0,84.0
54810301001,34,57,39,0.7,-18.0
54810301002,15,21,15,0.7,-6.0
54810301003,33,36,66,1.8,30.0
54810301101,91,113,136,1.2,23.0
54810301102,141,157,143,0.9,-14.0
54810301103,54,57,36,0.6,-21.0
54810301104,35,57,44,0.8,-13.0
54810301105,360,538,685,1.3,147.0
54810301201,33,45,114,2.5,69.0
54810301202,40,53,95,1.8,42.0
54810301203,36,40,77,1.9,37.0
54810301205,65,87,115,1.3,28.0
54810301206,56,64,125,2.0,61.0
54810301207,75,109,181,1.7,72.0
54810301301,43,45,68,1.5,23.0
54810301302,37,37,48,1.3,11.0
54810301303,38,48,51,1.1,3.0
54810301304,88,186,157,0.8,-29.0
54810301305,49,49,97,2.0,48.0
54810301306,91,291,133,0.5,-158.0
54810301401,12,16,34,2.1,18.0
54810301402,5,5,92,18.4,87.0
54810301403,26,27,29,1.1,2.0
54810301404,27,39,36,0.9,-3.0
54810301405,6,7,37,5.3,30.0
54810301406,34,38,57,1.5,19.0
54810301407,104,190,241,1.3,51.0
54810301501,40,42,40,1.0,-2.0
54810301502,45,68,146,2.1,78.0
54810301503,16,17,44,2.6,27.0
54810301504,24,24,36,1.5,12.0
54810301505,36,37,52,1.4,15.0
54810301506,29,30,54,1.8,24.0
54810301507,28,31,37,1.2,6.0
54810301508,49,70,88,1.3,18.0
54810301601,26,26,45,1.7,19.0
54810301602,11,11,61,5.5,50.0
54810301603,24,24,47,2.0,23.0
54810301604,21,21,39,1.9,18.0
54810301605,35,42,31,0.7,-11.0
54810301701,15,17,12,0.7,-5.0
54810301702,27,36,33,0.9,-3.0
54810301703,20,21,59,2.8,38.0
54810301704,40,61,60,1.0,-1.0
54810301705,11,14,18,1.3,4.0
54810301801,15,18,30,1.7,12.0
54810301802,24,25,26,1.0,1.0
54810301803,16,22,41,1.9,19.0
54810301804,7,8,9,1.1,1.0
54810301805,19,39,31,0.8,-8.0
54810301806,23,27,80,3.0,53.0
54810301901,1087,1952,1972,1.0,20.0
54810301902,14,25,22,0.9,-3.0
54810301903,35,51,49,1.0,-2.0
54810302001,137,240,133,0.6,-107.0
54810302002,30,36,35,1.0,-1.0
54810302003,24,36,25,0.7,-11.0
54810302004,30,45,47,1.0,2.0
54810302005,19,28,68,2.4,40.0
54810302006,28,40,60,1.5,20.0
54810302007,2,3,10,3.3,7.0
54810302008,1,2,38,19.0,36.0
54810302009,22,22,35,1.6,13.0
54810302010,9,9,13,1.4,4.0
54810302011,28,29,76,2.6,47.0
54810302101,22,29,10,0.3,-19.0
54810302102,27,27,40,1.5,13.0
54810302103,45,47,142,3.0,95.0
54810302104,133,191,63,0.3,-128.0
54810302105,19,32,50,1.6,18.0
54810302201,20,39,15,0.4,-24.0
54810302202,27,30,29,1.0,-1.0
54810302203,25,25,26,1.0,1.0
54810302204,26,31,33,1.1,2.0
54810302205,21,21,28,1.3,7.0
54810302301,11,14,107,7.6,93.0
54810302302,19,24,76,3.2,52.0
54810302303,18,24,41,1.7,17.0
54810302304,41,58,67,1.2,9.0
54810302401,22,22,51,2.3,29.0
54810302402,40,40,38,1.0,-2.0
54810302403,36,37,102,2.8,65.0
54810302404,9,8,285,35.6,277.0
54810302405,2,2,68,34.0,66.0
54820300102,1,1,22,22.0,21.0
54820300204,165,162,338,2.1,176.0
54820300504,233,293,506,1.7,213.0
54820300908,70,81,318,3.9,237.0
54820300913,30,46,12,0.3,-34.0
54871300101,39,50,100,2.0,50.0
54871300102,19,24,29,1.2,5.0
54871300103,69,76,104,1.4,28.0
54871300104,27,28,40,1.4,12.0
54871300105,30,30,42,1.4,12.0
54871300201,62,64,83,1.3,19.0
54871300202,19,22,30,1.4,8.0
54871300203,48,48,59,1.2,11.0
54871300204,104,106,111,1.0,5.0
54871300205,120,148,143,1.0,-5.0
54871300301,119,128,183,1.4,55.0
54871300302,108,110,132,1.2,22.0
54871300303,19,26,32,1.2,6.0
54871300401,58,62,58,0.9,-4.0
54871300402,24,24,26,1.1,2.0
54871300403,46,47,57,1.2,10.0
54871300404,9,9,15,1.7,6.0
54871300405,54,67,83,1.2,16.0
54871300406,12,12,25,2.1,13.0
54874300101,74,73,115,1.6,42.0
54874300102,426,745,674,0.9,-71.0
54874300103,20,40,35,0.9,-5.0
54874300104,73,71,94,1.3,23.0
54874300105,123,252,170,0.7,-82.0
54874300106,10,25,22,0.9,-3.0
54874300107,10,9,9,1.0,0.0
54874300108,7,7,21,3.0,14.0
54874300201,26,26,35,1.3,9.0
54874300202,88,93,101,1.1,8.0
54874300203,13,13,26,2.0,13.0
54874300204,13,13,12,0.9,-1.0
54874300205,16,16,22,1.4,6.0
54874300206,40,45,68,1.5,23.0
54874300207,5,5,5,1.0,0.0
63001300101,375,391,826,2.1,435.0
63001300102,472,642,1019,1.6,377.0
63001300103,830,1650,2281,1.4,631.0
63001300104,437,595,1231,2.1,636.0
63001300105,5,6,6,1.0,0.0
63001300201,46,48,90,1.9,42.0
63111300101,225,233,474,2.0,241.0
63111300102,253,258,370,1.4,112.0
63130300101,630,689,895,1.3,206.0
63130300102,653,843,1173,1.4,330.0
63130300103,2631,2850,3582,1.3,732.0
63130300104,190,539,491,0.9,-48.0
63130300201,76,102,110,1.1,8.0
63130300202,745,769,950,1.2,181.0
63130300203,37,37,44,1.2,7.0
63130300204,16,22,18,0.8,-4.0
63130300205,304,328,488,1.5,160.0
63130300206,270,282,390,1.4,108.0
63130300207,1,1,17,17.0,16.0
63190300101,445,990,513,0.5,-477.0
63190300102,402,454,556,1.2,102.0
63190300103,738,741,1135,1.5,394.0
63190300104,1096,1820,1764,1.0,-56.0
63212300101,472,481,795,1.7,314.0
63212300102,172,184,247,1.3,63.0
63212300103,68,70,137,2.0,67.0
63212300104,19,19,20,1.1,1.0
63272300101,945,1016,1252,1.2,236.0
63272300102,360,469,665,1.4,196.0
63272300103,112,114,175,1.5,61.0
63272300104,668,692,944,1.4,252.0
63272300105,547,577,905,1.6,328.0
63302300101,297,312,395,1.3,83.0
63302300102,325,337,400,1.2,63.0
63302300103,131,139,157,1.1,18.0
63302300104,32,33,43,1.3,10.0
63302300105,16,16,18,1.1,2.0
63302300106,7,7,13,1.9,6.0
63302300201,241,250,356,1.4,106.0
63302300202,248,266,293,1.1,27.0
63302300203,61,61,74,1.2,13.0
63302300204,5,5,9,1.8,4.0
63302300205,5,5,9,1.8,4.0
63302300206,29,29,41,1.4,12.0
63302300207,16,16,18,1.1,2.0
63401300101,122,131,193,1.5,62.0
63401300102,545,847,804,0.9,-43.0
63401300103,451,631,775,1.2,144.0
63401300104,137,173,266,1.5,93.0
63401300105,100,100,179,1.8,79.0
63470300101,45,50,130,2.6,80.0
63470300102,352,357,412,1.2,55.0
63470300103,140,142,213,1.5,71.0
63470300104,357,384,514,1.3,130.0
63470300201,300,392,578,1.5,186.0
63470300202,325,381,500,1.3,119.0
63470300203,636,669,841,1.3,172.0
63470300204,106,122,160,1.3,38.0
63470300205,13,14,30,2.1,16.0
63548300101,147,152,163,1.1,11.0
63548300102,222,223,297,1.3,74.0
63548300103,145,149,198,1.3,49.0
63548300104,14,14,27,1.9,13.0
63548300105,227,253,374,1.5,121.0
63548300201,14,14,21,1.5,7.0
63548300202,13,14,15,1.1,1.0
63548300203,7,7,6,0.9,-1.0
63548300204,4,4,9,2.3,5.0
63548300205,2,2,9,4.5,7.0
63548300206,70,70,92,1.3,22.0
63548300207,23,23,35,1.5,12.0
63594300101,174,174,297,1.7,123.0
63594300102,278,328,484,1.5,156.0
63594300103,146,206,315,1.5,109.0
63594300104,244,252,401,1.6,149.0
63594300201,613,644,1014,1.6,370.0
63594300202,657,693,1125,1.6,432.0
63690300101,366,523,660,1.3,137.0
63690300102,68,72,82,1.1,10.0
63690300103,23,23,33,1.4,10.0
63690300104,627,779,864,1.1,85.0
63690300201,552,608,686,1.1,78.0
63690300202,65,71,75,1.1,4.0
63690300203,59,67,74,1.1,7.0
63690300301,83,105,167,1.6,62.0
63690300302,8,8,10,1.3,2.0
63690300303,18,19,18,0.9,-1.0
63690300305,9,9,13,1.4,4.0
63690300306,18,18,19,1.1,1.0
63690300401,7,7,11,1.6,4.0
63690300402,19,19,24,1.3,5.0
63690300403,8,8,29,3.6,21.0
63690300404,9,9,20,2.2,11.0
66001300101,687,1777,2340,1.3,563.0
66001300102,165,469,324,0.7,-145.0
66001300103,32,156,59,0.4,-97.0
66001300104,283,1571,561,0.4,-1010.0
66001300105,1206,3688,2851,0.8,-837.0
66001300106,6,6,17,2.8,11.0
66001300107,6,47,8,0.2,-39.0
66001300108,4,4,10,2.5,6.0
66001300109,18,38,25,0.7,-13.0
66001300110,3,3,4,1.3,1.0
66001300111,5,5,10,2.0,5.0
66001300112,15,15,26,1.7,11.0
66001300113,7,7,13,1.9,6.0
66001300114,11,265,18,0.1,-247.0
66001300115,71,272,165,0.6,-107.0
66001300116,101,565,34,0.1,-531.0
66001300117,15,15,32,2.1,17.0
66001300201,209,319,321,1.0,2.0
66001300202,6,6,11,1.8,5.0
66001300203,514,983,983,1.0,0.0
66001300204,18,130,401,3.1,271.0
66001300205,566,1225,1082,0.9,-143.0
66001300206,113,481,319,0.7,-162.0
66001300207,84,101,166,1.6,65.0
66001300208,52,51,110,2.2,59.0
66001300209,60,60,83,1.4,23.0
66001300210,4,4,10,2.5,6.0
66001300211,8,8,16,2.0,8.0
66001300212,7,7,25,3.6,18.0
66001300213,17,17,30,1.8,13.0
66001300214,173,913,247,0.3,-666.0
66001300215,25,25,59,2.4,34.0
66001300216,134,358,256,0.7,-102.0
66001300217,233,330,322,1.0,-8.0
66001300218,976,3582,3807,1.1,225.0
66001300219,18,34,41,1.2,7.0
66001300301,341,1860,806,0.4,-1054.0
66001300302,192,213,472,2.2,259.0
66001300303,151,198,424,2.1,226.0
66001300304,182,217,335,1.5,118.0
66001300305,128,150,322,2.1,172.0
66001300306,118,158,206,1.3,48.0
66001300307,243,273,390,1.4,117.0
66001300308,112,136,207,1.5,71.0
66001300309,246,279,519,1.9,240.0
66001300401,225,1007,541,0.5,-466.0
66001300402,187,201,401,2.0,200.0
66001300403,30,30,46,1.5,16.0
66001300404,65,102,150,1.5,48.0
66001300405,64,1108,280,0.3,-828.0
66001300406,202,211,542,2.6,331.0
66001300407,9,9,74,8.2,65.0
66001300408,32,32,58,1.8,26.0
66001300409,54,58,74,1.3,16.0
66001300410,24,24,44,1.8,20.0
66001300411,2,2,3,1.5,1.0
66001300412,13,96,83,0.9,-13.0
66001300413,23,23,49,2.1,26.0
66001300501,379,681,1326,1.9,645.0
66001300502,154,171,433,2.5,262.0
66001300503,89,137,271,2.0,134.0
66001300504,155,453,467,1.0,14.0
66001300505,172,205,710,3.5,505.0
66001300506,120,140,289,2.1,149.0
66001300507,120,166,288,1.7,122.0
66001300508,184,236,333,1.4,97.0
66001300509,139,152,240,1.6,88.0
66001300510,530,661,1147,1.7,486.0
66001300511,187,203,362,1.8,159.0
66001300512,10,12,30,2.5,18.0
66001300601,459,730,1399,1.9,669.0
66001300602,723,926,1961,2.1,1035.0
66001300603,471,1047,1180,1.1,133.0
66001300604,157,242,477,2.0,235.0
66001300605,711,728,842,1.2,114.0
66001300606,410,599,1047,1.7,448.0
66001300607,1968,2345,1000,0.4,-1345.0
66001300608,133,143,282,2.0,139.0
66001300609,99,177,300,1.7,123.0
66001300610,102,100,93,0.9,-7.0
66001300611,88,58,115,2.0,57.0
66001300612,40,43,71,1.7,28.0
66001300613,249,395,529,1.3,134.0
66001300701,454,515,868,1.7,353.0
66001300702,17,19,52,2.7,33.0
66001300705,489,524,741,1.4,217.0
66001300706,184,218,343,1.6,125.0
66001300707,64,85,117,1.4,32.0
66001300708,55,60,80,1.3,20.0
66001300709,55,65,80,1.2,15.0
66001300710,70,127,182,1.4,55.0
66001300711,4,4,4,1.0,0.0
66001300712,1,1,4,4.0,3.0
66001300716,203,262,391,1.5,129.0
66001300717,467,667,1260,1.9,593.0
66001300804,5,35,11,0.3,-24.0
66001300805,1,1,1,1.0,0.0
66001300813,1,1,1,1.0,0.0
66045300101,64,65,80,1.2,15.0
66045300102,685,752,1130,1.5,378.0
66045300103,619,654,1230,1.9,576.0
66045300201,115,123,232,1.9,109.0
66045300202,465,492,865,1.8,373.0
66045300203,652,684,963,1.4,279.0
66075300101,380,400,580,1.5,180.0
66075300102,179,185,325,1.8,140.0
66075300103,80,81,131,1.6,50.0
66075300104,199,222,361,1.6,139.0
66075300105,393,460,751,1.6,291.0
66088300101,632,731,989,1.4,258.0
66088300102,361,415,521,1.3,106.0
66088300103,489,544,672,1.2,128.0
66088300104,373,398,547,1.4,149.0
66088300201,477,546,833,1.5,287.0
66088300202,396,456,628,1.4,172.0
66088300203,710,810,1134,1.4,324.0
66088300204,381,454,868,1.9,414.0
66170300101,390,577,1120,1.9,543.0
66170300102,235,447,562,1.3,115.0
66170300103,1125,2201,2082,0.9,-119.0
66170300104,406,543,1096,2.0,553.0
66170300105,231,315,436,1.4,121.0
66170300106,133,167,208,1.2,41.0
66170300107,218,262,261,1.0,-1.0
66170300108,200,241,257,1.1,16.0
66170300109,223,257,357,1.4,100.0
66170300110,141,163,266,1.6,103.0
66170300111,175,221,284,1.3,63.0
66318300101,580,618,848,1.4,230.0
66318300102,830,895,1098,1.2,203.0
66318300103,1338,1490,1703,1.1,213.0
66318300104,807,856,1077,1.3,221.0
66318300105,299,350,406,1.2,56.0
66383300101,264,283,467,1.7,184.0
66383300102,400,425,739,1.7,314.0
66383300103,390,421,760,1.8,339.0
66383300104,284,296,429,1.4,133.0
66400300101,90,220,129,0.6,-91.0
66400300102,82,160,155,1.0,-5.0
66440300101,258,275,532,1.9,257.0
66440300102,1,1,2,2.0,1.0
66440300103,636,781,1085,1.4,304.0
66440300104,258,283,356,1.3,73.0
66440300105,8,8,10,1.3,2.0
66440300201,231,309,526,1.7,217.0
66440300202,509,624,861,1.4,237.0
66440300203,510,592,860,1.5,268.0
66456300112,3,3,30,10.0,27.0
66456300113,2,2,134,67.0,132.0
66456300202,48,51,345,6.8,294.0
66456300203,7,7,156,22.3,149.0
66456300204,79,85,47,0.6,-38.0
66456300205,40,46,247,5.4,201.0
66456300206,2,3,130,43.3,127.0
66456300304,11,12,65,5.4,53.0
66456300305,8,26,12,0.5,-14.0
66456300309,110,117,30,0.3,-87.0
66456300310,131,131,87,0.7,-44.0
66456300311,102,103,190,1.8,87.0
66456300314,2,2,3,1.5,1.0
66456300401,3,3,2,0.7,-1.0
66456300402,138,159,142,0.9,-17.0
66456300403,11,11,38,3.5,27.0
66456300404,3,3,155,51.7,152.0
66456300405,85,91,36,0.4,-55.0
66456300501,95,103,110,1.1,7.0
66456300502,461,479,589,1.2,110.0
66456300601,307,337,426,1.3,89.0
66456300602,849,966,1156,1.2,190.0
66456300603,71,76,72,0.9,-4.0
66572300103,12,11,61,5.5,50.0
66572300104,359,474,571,1.2,97.0
66572300105,33,60,59,1.0,-1.0
66572300106,1,1,153,153.0,152.0
66572300107,40,40,143,3.6,103.0
66572300108,27,27,149,5.5,122.0
66572300109,73,76,112,1.5,36.0
66572300110,41,41,114,2.8,73.0
66572300111,86,85,114,1.3,29.0
66572300112,70,70,88,1.3,18.0
66572300113,153,155,196,1.3,41.0
66572300114,113,119,150,1.3,31.0
66572300115,171,177,252,1.4,75.0
66572300116,71,77,127,1.6,50.0
66572300118,38,40,53,1.3,13.0
66572300119,93,102,257,2.5,155.0
66572300120,16,34,64,1.9,30.0
66572300123,33,33,1,0.0,-32.0
66572300133,1,1,2,2.0,1.0
66572300134,17,17,3,0.2,-14.0
66572300135,47,47,50,1.1,3.0
66572300136,5,5,8,1.6,3.0
66572300137,176,182,250,1.4,68.0
66572300138,210,233,366,1.6,133.0
66572300139,99,102,111,1.1,9.0
66572300140,73,73,90,1.2,17.0
66572300141,177,208,249,1.2,41.0
66572300142,137,137,176,1.3,39.0
66572300143,29,39,36,0.9,-3.0
66572300145,29,29,25,0.9,-4.0
66572300146,132,150,178,1.2,28.0
66572300148,4,4,219,54.8,215.0
66572300149,21,21,560,26.7,539.0
66572300202,2,1,1,1.0,0.0
66572300205,3,1,80,80.0,79.0
66594300101,287,388,471,1.2,83.0
66594300102,1356,1635,1803,1.1,168.0
66594300103,248,399,485,1.2,86.0
66594300104,1423,1719,1978,1.2,259.0
66594300106,17,17,62,3.6,45.0
66594300107,1,1,1,1.0,0.0
66594300108,1,1,10,10.0,9.0
66594300201,763,955,1082,1.1,127.0
66594300202,845,1149,1373,1.2,224.0
66594300203,807,1121,1221,1.1,100.0
66594300204,893,1287,1901,1.5,614.0
66682300101,284,302,393,1.3,91.0
66682300102,117,151,179,1.2,28.0
66682300103,133,157,211,1.3,54.0
66682300104,440,450,454,1.0,4.0
66682300105,38,47,73,1.6,26.0
66682300106,142,152,244,1.6,92.0
66682300107,109,160,251,1.6,91.0
66682300108,152,202,240,1.2,38.0
66682300109,189,223,318,1.4,95.0
66682300110,109,149,214,1.4,65.0
66682300111,98,110,149,1.4,39.0
66682300112,102,131,161,1.2,30.0
66682300113,130,155,193,1.2,38.0
66682300114,85,130,136,1.0,6.0
66682300115,186,218,283,1.3,65.0
66682300116,165,229,245,1.1,16.0
66682300117,86,97,133,1.4,36.0
66682300118,98,112,143,1.3,31.0
66682300119,173,188,222,1.2,34.0
66682300120,126,137,221,1.6,84.0
66682300121,175,219,303,1.4,84.0
66682300122,97,116,131,1.1,15.0
66682300123,52,57,76,1.3,19.0
66682300124,11,11,15,1.4,4.0
66682300125,30,32,26,0.8,-6.0
66682300126,168,173,211,1.2,38.0
66682300201,5,5,8,1.6,3.0
66682300202,4,4,8,2.0,4.0
66682300203,3,3,5,1.7,2.0
66682300204,1,1,2,2.0,1.0
66682300205,7,7,7,1.0,0.0
66682300206,11,11,10,0.9,-1.0
66682300207,2,2,2,1.0,0.0
66682300208,1,1,6,6.0,5.0
66682300209,1,1,2,2.0,1.0
66682300210,2,2,4,2.0,2.0
66682300211,2,2,2,1.0,0.0
66682300212,4,4,6,1.5,2.0
66682300213,1,1,2,2.0,1.0
66682300214,2,2,2,1.0,0.0
66682300301,33,40,57,1.4,17.0
66682300302,6,7,5,0.7,-2.0
66682300303,10,11,9,0.8,-2.0
66682300304,1,1,2,2.0,1.0
66682300305,1,2,2,1.0,0.0
66682300306,16,16,18,1.1,2.0
66682300307,11,11,12,1.1,1.0
66682300308,2,2,16,8.0,14.0
66682300309,4,4,8,2.0,4.0
66682300311,2,2,5,2.5,3.0
66682300313,3,3,15,5.0,12.0
66682300314,4,4,5,1.3,1.0
66682300315,2,2,3,1.5,1.0
66682300316,2,2,7,3.5,5.0
66682300317,17,19,27,1.4,8.0
66682300401,23,40,207,5.2,167.0
66682300402,13,13,24,1.8,11.0
66682300403,12,12,18,1.5,6.0
66682300404,193,261,477,1.8,216.0
66682300405,27,56,102,1.8,46.0
66682300406,50,50,70,1.4,20.0
66682300407,107,153,113,0.7,-40.0
66682300408,12,13,21,1.6,8.0
66682300409,11,14,32,2.3,18.0
66682300410,9,11,13,1.2,2.0
66682300411,6,6,6,1.0,0.0
66682300412,4,4,3,0.8,-1.0
66682300413,7,7,7,1.0,0.0
66682300414,15,17,26,1.5,9.0
66682300415,3,3,2,0.7,-1.0
66682300416,27,27,42,1.6,15.0
66682300417,44,50,66,1.3,16.0
66682300418,121,152,263,1.7,111.0
66682300502,2,2,4,2.0,2.0
66682300503,3,3,2,0.7,-1.0
66682300504,2,2,3,1.5,1.0
66682300507,4,5,4,0.8,-1.0
66682300508,23,24,50,2.1,26.0
66682300509,1,1,1,1.0,0.0
66682300510,5,5,11,2.2,6.0
66682300511,1,1,3,3.0,2.0
66682300512,3,3,5,1.7,2.0
66682300513,1,1,11,11.0,10.0
66682300514,1,1,1,1.0,0.0
66682300603,1,1,2,2.0,1.0
66682300605,1,2,1,0.5,-1.0
66682300609,1,1,2,2.0,1.0
66682300611,1,1,1,1.0,0.0
66682300613,1,1,2,2.0,1.0
66682300614,1,1,1,1.0,0.0
66687300102,20,22,25,1.1,3.0
